,mean,design_only,cognate_ridge,pca_ridge,pls,multimodal_ae
TraesCAD_scaffold_114040_01G000100,-0.0002733469,0.014070511,0.014070511,-0.5116272,-0.64633155,0.008010745
TraesCAD_scaffold_077308_01G000400,-0.00030338764,0.010291934,0.05606848,0.5842086,0.5372383,-0.026054978
TraesCAD_scaffold_031510_01G000200,-0.00042438507,-0.28711963,-0.286731,-0.5661849,-0.7256292,-0.15787053
TraesCAD_scaffold_099474_01G000100,-2.6226044e-05,-0.1642251,-0.14418638,0.5052774,0.42822206,-0.01363337
TraesCAD_scaffold_016381_01G000500,-0.0016393661,-0.069398284,-0.069398284,-0.4919256,-0.49843717,-0.08451617
TraesCAD_scaffold_004233_01G000200,-0.0015915632,0.06123531,0.07264507,-0.061374664,-0.14591396,-0.14536655
TraesCAD_scaffold_001468_01G000300,-0.00021719933,-0.7235466,-0.7201178,-0.37830114,-0.0721935,-0.23419893
TraesCAD_scaffold_013880_01G000300,-0.00069975853,-0.6526872,-0.6362606,-0.9036546,-0.7235652,-0.16821408
TraesCAD_scaffold_022910_01G000100,-4.529953e-06,0.2764129,0.27641284,0.86192256,0.85884845,0.26860732
TraesCAD_scaffold_119220_01G000100,-0.0027487278,-0.3743168,-0.37893975,-0.37825513,-0.6234896,-0.10698962
TraesCAD_scaffold_122424_01G000300,-0.037237525,-0.5528835,-0.52418613,-0.6723794,-0.7498714,-0.34661794
TraesCAD_scaffold_115222_01G000200,-0.10076046,-0.25656796,-0.25656807,-0.18451321,0.03468716,-0.060483336
TraesCAD_scaffold_071969_01G000300,-0.0054262877,-0.18307328,-0.18307328,-0.12075305,0.024466217,-0.16507077
TraesCAD_scaffold_022872_01G000200,-0.00018119812,-0.22879708,-0.15524852,0.36584204,0.42448515,0.028433979
TraesCAD_scaffold_002693_01G000100,-0.0024491549,-0.33177793,-0.33177793,0.0051584244,0.19112295,-0.1784215
TraesCAD_scaffold_000804_01G000100,-0.120943904,-0.8955364,-0.89553666,-1.5458264,-2.021099,-0.21342158
TraesCAD_scaffold_001680_01G000100,-0.28140426,-0.100539684,0.0074777603,0.27484262,0.308945,-0.22784495
TraesCAD_scaffold_008074_01G000300,-9.536743e-07,0.22735935,0.22735935,0.15550476,-0.095311046,0.0015371442
TraesCAD_scaffold_443570_01G000100,-0.003006816,0.008967876,0.011704743,-0.07894814,-0.28127265,-0.0583781
TraesCAD_scaffold_048394_01G000100,-0.004236102,-0.19895482,-0.17971754,-0.18897235,-0.3305391,-0.17618525
TraesCAD_scaffold_003918_01G000200,-0.0045672655,0.15484512,0.20533651,0.89756596,0.8943173,0.24826074
TraesCAD_scaffold_086703_01G000200,-0.48217976,-6.6996493,-7.389776,-6.6566596,-9.604355,-3.8395805
TraesCAD_scaffold_053822_01G000300,-0.0015548468,-0.34980214,-0.34980214,-0.31844902,-0.28899217,-0.09062648
TraesCAD_scaffold_036944_01G000200,-1.1920929e-07,0.18796283,0.18796277,0.2233882,0.00624454,-0.069618344
TraesCAD_scaffold_069613_01G000100,-0.0011956692,-0.5005951,-0.5016718,-0.33811712,-0.4012686,0.12014496
TraesCAD_scaffold_143552_01G000200,-0.0006183386,0.27649164,0.29931778,0.68225336,0.65958756,0.009549797
TraesCAD_scaffold_100876_01G000100,-0.0029892921,-0.18450856,-0.36017382,0.11240989,0.14032024,-0.034160495
TraesCAD_scaffold_013701_01G000300,-0.0024346113,0.23523062,0.2251358,-0.08294511,-0.09614086,-0.04599583
TraesCAD_scaffold_070188_01G000300,-0.008263707,-0.083384514,-0.051832557,-0.27329075,-0.38678157,-0.1422106
TraesCAD_scaffold_003046_01G000100,-0.14285696,0.9441241,0.94412416,0.88841087,0.85425526,0.58386505
TraesCAD_scaffold_008279_01G000200,-0.0018197298,-0.09219575,-0.10124779,-0.09487307,-0.19551003,-0.094739795
TraesCAD_scaffold_023456_01G000300,-0.00396955,-0.2518872,-0.25799835,-0.3693143,-0.63317025,-0.1601975
TraesCAD_scaffold_059374_01G000100,-0.08479178,-0.73717916,-0.7102808,-1.4235277,-2.2993824,-0.33010328
TraesCAD_scaffold_461837_01G000100,-0.009387612,-0.4814855,-0.59750664,-0.9345689,-0.7158139,-0.122713804
TraesCAD_scaffold_075116_01G000100,-0.005530119,-0.23555338,-0.23553193,-0.24988759,-0.42431474,0.05923462
TraesCAD_scaffold_011082_01G000100,-0.00044083595,-0.279379,-0.2982576,-0.077531695,-0.12479699,-0.07809627
TraesCAD_scaffold_071204_01G000100,-0.0047115088,0.2494027,0.24940276,0.68793166,0.7068593,-0.16944623
TraesCAD_scaffold_075314_01G000100,-0.08910859,-0.17805648,-0.09349537,0.04586661,-0.08735812,-0.069399714
TraesCAD_scaffold_160572_01G000100,-0.0031023026,-0.41367555,-0.41367555,-0.11982882,0.09955734,-0.059656143
TraesCAD_scaffold_040787_01G000200,-0.083963394,-0.89373803,-0.89373815,-1.5716448,-2.6420228,-0.041215062
TraesCAD_scaffold_114094_01G000200,-0.00020992756,-0.37140298,-0.30947566,0.22852111,0.22768688,-0.01325357
TraesCAD_scaffold_015845_01G000600,-0.040242195,-0.18312883,-0.1831286,-0.17661858,-0.12766469,-0.11779237
TraesCAD_scaffold_033440_01G000300,-0.05845487,-1.5044711,-1.5044711,-1.0193322,-0.983554,-0.22629201
TraesCAD_scaffold_093814_01G000200,-0.00033664703,0.054301262,0.039041758,-0.09776914,-0.19318354,-0.05140364
TraesCAD_scaffold_039234_01G000100,-0.0016565323,-0.8197628,-0.9630717,-0.8072959,-0.5515318,0.042167842
TraesCAD_scaffold_002264_01G000100,-0.0018393993,-0.63647187,-0.63647187,-0.7401658,-0.80578256,-0.12423563
TraesCAD_scaffold_035120_01G000200,-0.0024437904,0.08705366,0.08705366,0.29671967,0.3160566,0.09634513
TraesCAD_scaffold_104949_01G000100,-6.854534e-05,-0.05289769,-0.07709241,-0.3667854,-0.7025114,-0.18626547
TraesCAD_scaffold_014298_01G000100,-0.10347402,-0.637949,-0.6379491,-0.1274761,-0.43339074,0.047142625
TraesCAD_scaffold_030695_01G000100,-0.07536781,-0.82981014,-0.75592756,-1.4042335,-2.556051,-0.21568108
TraesCAD_scaffold_004305_01G000400,-0.014370203,-0.018815756,-0.018815756,-0.11651242,-0.2036258,-0.23484921
TraesCAD_scaffold_046072_01G000100,-0.0015134811,-0.18157828,-0.20368159,-0.46997547,-0.38053048,0.035295844
TraesCAD_scaffold_013881_01G000200,-0.0012540817,-0.42572987,-0.42572987,-0.034520864,0.013571084,-0.01590097
TraesCAD_scaffold_009287_01G000100,-0.0025031567,-0.22079766,-0.16004884,-0.19250381,-0.43889213,-0.014064193
TraesCAD_scaffold_135951_01G000100,-0.08795369,-0.8753289,-0.8260151,-1.5347428,-2.5839164,-0.20344746
TraesCAD_scaffold_017964_01G000100,-3.027916e-05,-0.039111853,-0.039111853,0.116435826,-0.012614131,-0.053454995
TraesCAD_scaffold_072286_01G000100,-2.5391579e-05,-0.54199135,-0.54199135,-0.16589904,-0.28596318,0.02077508
TraesCAD_scaffold_048500_01G000100,-0.14285672,0.98447484,0.98447484,0.8197757,0.75574917,0.3567788
TraesCAD_scaffold_021940_01G000300,-0.0008764267,-0.6763061,-0.6940583,0.12610465,0.15840471,-0.06624496
TraesCAD_scaffold_042879_01G000200,-0.2630006,-0.42850983,-0.4285097,-1.0036671,-1.318089,-0.48163617
TraesCAD_scaffold_019638_01G000100,-0.00048696995,-0.031927347,-0.04762256,-0.4613346,-0.5710424,0.1112417
TraesCAD_scaffold_092919_01G000400,-0.024417639,-0.39990127,-0.39765596,-0.6496774,-0.5691408,-0.30046618
TraesCAD_scaffold_103298_01G000100,-0.13706088,-0.66681516,-0.66681516,-0.88248503,-1.0925379,-0.28491008
TraesCAD_scaffold_120469_01G000200,-1.9431114e-05,-0.11682522,-0.11682522,-0.14876616,-0.09661245,0.022521436
TraesCAD_scaffold_019388_01G000100,-0.0045865774,0.36554897,0.3655489,0.089304805,-0.0020462275,-0.025636792
TraesCAD_scaffold_004779_01G000300,-0.00036346912,-0.22088683,-0.22088683,-0.37173235,-0.6511328,-0.12788272
TraesCAD_scaffold_012542_01G000200,-5.6624413e-05,-0.18318832,-0.18318832,-0.28174496,-0.3200823,-0.030302167
TraesCAD_scaffold_068862_01G000100,-0.00026714802,-0.14140213,-0.13368857,-0.1611638,-0.07391381,-0.0706954
TraesCAD_scaffold_018117_01G000700,-0.33333325,-0.08809829,-0.08809841,0.9146797,0.90328336,0.21843946
TraesCAD_scaffold_031505_01G000500,-0.17340672,-0.4295081,-0.4295081,-1.0410776,-1.0693502,-0.41786003
TraesCAD_scaffold_010826_01G000400,-0.0013606548,0.033989906,0.014362514,0.08347559,0.1590125,-0.017126441
TraesCAD_scaffold_111450_01G000100,-0.08018553,-0.8407403,-0.8407403,-1.5934911,-2.6297002,-0.03325665
TraesCAD_scaffold_017928_01G000100,-0.00086283684,-0.20717108,-0.20717108,0.6699183,0.6825818,0.07369763
TraesCAD_scaffold_006017_01G000100,-0.0004684925,-0.025040865,-0.025040865,-0.6081139,-0.38729405,0.048327684
TraesCAD_scaffold_015599_01G000100,-0.0010381937,0.03767824,0.033315957,-0.2139883,-0.3461194,0.040674508
TraesCAD_scaffold_085577_01G000100,-0.0027873516,0.67690295,0.67690295,0.71756387,0.71583116,0.36045265
TraesCAD_scaffold_015297_01G000200,-0.0007174015,0.15910512,0.15910506,0.35822695,0.31174374,0.026444316
TraesCAD_scaffold_057762_01G000300,-0.0009665489,-0.13373482,-0.13373482,0.6047924,0.63849974,0.12551588
TraesCAD_scaffold_008954_01G000100,-0.53869164,0.19482142,0.19482142,0.7674172,0.73059106,0.6644875
TraesCAD_scaffold_078880_01G000100,-0.0003964901,-0.14409101,-0.14409089,-0.5710919,-0.58787286,0.12357199
TraesCAD_scaffold_015296_01G000200,-0.0028369427,-0.14156866,-0.14156866,-0.30292368,-0.34007704,0.0009061694
TraesCAD_scaffold_006121_01G000500,-0.060720325,-1.0628252,-1.0628252,-0.93200815,-0.6856749,0.113429844
TraesCAD_scaffold_120717_01G000200,-0.25271893,0.6983482,0.6983483,0.4533308,0.5193496,0.23701817
TraesCAD_scaffold_014144_01G001000,-0.13148153,-1.0535164,-1.0535164,-0.59835744,-0.6741004,-0.25475597
TraesCAD_scaffold_046712_01G000200,-0.014681339,0.10113597,0.08399856,-0.1791619,-0.16821957,-0.007825971
TraesCAD_scaffold_057998_01G000300,-0.0025151968,-0.017658591,-0.03568816,0.04380822,0.019870818,-0.06477785
TraesCAD_scaffold_047752_01G000100,-0.04420221,-0.5255381,-0.5255381,-0.19353771,-0.06955373,-0.09960902
TraesCAD_scaffold_015969_01G000100,-0.0019443035,-0.23170292,-0.1954211,-0.19952619,-0.22636247,-0.13599479
TraesCAD_scaffold_016947_01G000100,-0.13032866,-0.7517934,-0.7517934,-0.019113302,-0.24022686,0.04934442
TraesCAD_scaffold_117476_01G000100,-0.33333325,-0.031929016,-0.031929016,0.96291894,0.92776024,0.33329457
TraesCAD_scaffold_094968_01G000100,-7.033348e-06,0.110629976,0.096480906,0.021298885,-0.30223966,0.060769558
TraesCAD_scaffold_036481_01G000100,-0.07385421,-0.7437104,-0.7437104,-1.3288698,-2.4256735,-0.15409064
TraesCAD_scaffold_013596_01G000100,-0.0001616478,0.24692762,0.24692774,0.76403177,0.7677045,0.15220237
TraesCAD_scaffold_013038_01G000500,-0.0028043985,-0.031979203,-0.031979203,-0.21130419,-0.07824457,-0.15209675
TraesCAD_scaffold_088436_01G000100,-0.0011610985,-0.5759332,-0.6905414,-0.522236,-0.27357745,-0.022486806
TraesCAD_scaffold_022283_01G000400,-0.0025274754,0.15701222,0.15701222,-0.551638,-0.8907385,-0.009915352
TraesCAD_scaffold_004667_01G000500,-0.32609046,0.16152352,0.16152346,0.9555121,0.8733148,0.16981834
TraesCAD_scaffold_003051_01G000100,-0.00034356117,-1.2537556,-1.2537556,-1.2024674,-1.2663,-0.1020354
TraesCAD_scaffold_087873_01G000100,-0.00023651123,-0.088722944,-0.088722944,-0.14147878,-0.05754578,-0.13105166
TraesCAD_scaffold_031197_01G000300,-0.06112206,-0.6123022,-0.6123023,-1.2515283,-2.064152,-0.29446733
TraesCAD_scaffold_030989_01G000100,-0.00011539459,0.16034907,0.16946167,0.59014857,0.6239521,0.0613842
TraesCAD_scaffold_054645_01G000200,-0.0020871162,-0.4356178,-0.43561804,-0.52864707,-0.45439577,0.043186665
TraesCAD_scaffold_068592_01G000100,-0.004355192,-1.4090345,-1.4090345,-0.8188094,-0.77113664,-0.17710555
TraesCAD_scaffold_018210_01G000400,-0.0003527403,0.23499256,0.19154304,0.92399657,0.9311316,0.13408923
TraesCAD_scaffold_030844_01G000100,-0.14285731,0.17127609,0.17127609,0.94769263,0.77853763,-0.12121856
TraesCAD_scaffold_016614_01G000300,-0.29587793,-3.6447082,-3.6447082,-2.0213213,-1.7852361,-0.0761801
TraesCAD_scaffold_040461_01G000400,-5.710125e-05,0.5187156,0.5845715,0.7260692,0.65175176,0.04140848
TraesCAD_scaffold_058561_01G000200,-0.0075190067,-0.18999839,-0.18999839,-0.3794557,-0.35271788,-0.029868245
TraesCAD_scaffold_098523_01G000100,-0.010481119,-0.7193525,-0.7193521,-0.9035115,-0.8182471,0.11070824
TraesCAD_scaffold_024220_01G000100,-0.80575895,-5.544628,-5.544628,-4.5464864,-2.615642,-1.0127337
TraesCAD_scaffold_071354_01G000100,-0.0053271055,0.4573959,0.4573959,0.7315948,0.7141024,-0.11224496
TraesCAD_scaffold_083382_01G000100,-0.0145787,0.54568946,0.48689342,0.6860908,0.6890741,-0.023833036
TraesCAD_scaffold_019441_01G000600,-0.01723504,-0.43141365,-0.43141365,0.14344406,-0.06501949,-0.06685221
TraesCAD_scaffold_064069_01G000200,-0.00095427036,-0.35967767,-0.35967743,-0.54358125,-0.5078989,0.17313457
TraesCAD_scaffold_014294_01G000600,-0.0017546415,0.53512293,0.502241,0.8859408,0.8739719,0.34401363
TraesCAD_scaffold_022190_01G000400,-0.21382523,-0.3466984,-0.3214898,0.17488348,0.21247435,-0.38103354
TraesCAD_scaffold_017101_01G000100,-0.14684606,-0.8762374,-0.57042766,0.20258713,0.1558333,-0.3832301
TraesCAD_scaffold_047110_01G000100,-0.0302639,-0.43797183,-0.43797183,-0.49300694,-0.43232095,0.073842585
TraesCAD_scaffold_077507_01G000300,-0.00021755695,-0.041303754,-0.042098284,-0.24664187,-0.3075378,-0.069343805
TraesCAD_scaffold_121067_01G000100,-0.00012934208,-0.7736881,-0.7736881,-0.6385032,-0.8272462,-0.3209833
TraesCAD_scaffold_125744_01G000100,-0.040457606,-0.025974393,-0.025974393,0.20788455,0.2805978,-0.015908837
TraesCAD_scaffold_103608_01G000100,-0.14285707,0.18295443,0.18295443,0.5155081,0.45353568,0.25984198
TraesCAD_scaffold_014397_01G000100,-0.016973019,-0.80580425,-0.80580425,-1.1274729,-0.78366554,-0.074330926
TraesCAD_scaffold_038789_01G000500,-0.0009006262,-1.1382401,-1.128679,-0.26825035,-0.5470643,-0.17283332
TraesCAD_scaffold_019645_01G000300,-5.4836273e-05,-0.5157672,-0.57288814,-0.4484005,-0.52135634,-0.03182316
TraesCAD_scaffold_029868_01G000300,-0.0032664537,-0.29488766,-0.31186152,-0.07204819,0.040881753,-0.09837842
TraesCAD_scaffold_103406_01G000100,-0.0027999878,0.26841247,0.24100167,0.5286226,0.47847039,0.04869312
TraesCAD_scaffold_069359_01G000300,-3.6239624e-05,-0.06338453,-0.06338453,0.38461065,0.47566438,-0.005645752
TraesCAD_scaffold_014161_01G001100,-0.0027766228,0.15477663,0.15594012,0.13993257,0.16658807,-0.112746716
TraesCAD_scaffold_012759_01G000100,-0.38143468,-0.055790782,-0.0557909,0.40756583,0.4173112,0.16984326
TraesCAD_scaffold_023074_01G000200,-0.00054836273,0.2968163,0.2968163,0.90473086,0.9107067,0.1581443
TraesCAD_scaffold_063507_01G000200,-0.05326116,0.38983226,0.4286679,0.38833654,-0.09909201,-0.27744257
TraesCAD_scaffold_096690_01G000100,-0.3333329,-0.13676476,-0.136765,0.9237763,0.9062504,0.40197343
TraesCAD_scaffold_012628_01G000300,-0.019842029,0.054166853,0.054166734,0.0010197163,0.16716462,0.050549567
TraesCAD_scaffold_048789_01G000200,-0.081824064,-0.69393337,-0.6939331,-0.8944489,-1.2777488,-0.017037868
TraesCAD_scaffold_020794_01G000300,-0.0011621714,-0.11647844,-0.11647844,0.45268875,0.36426616,-0.00809741
TraesCAD_scaffold_038885_01G000400,-9.524822e-05,-0.62216437,-0.62216437,-0.82209384,-0.7995833,-0.10444307
TraesCAD_scaffold_079485_01G000200,-0.142856,0.9958991,0.9958991,0.8450138,0.895193,0.6430926
TraesCAD_scaffold_033204_01G000300,-0.00021338463,-0.3753165,-0.35319245,-0.031277776,-0.0025635958,-0.16532421
TraesCAD_scaffold_089544_01G000100,-0.006038785,-0.027288318,-0.04023683,0.108311296,0.2127909,-0.12623298
TraesCAD_scaffold_008279_01G000100,-0.062142253,-0.5154135,-0.48095453,-1.1603982,-1.6961968,-0.2730925
TraesCAD_scaffold_040977_01G000400,-0.00055527687,-0.2838912,-0.2838912,-0.6706444,-0.9043137,-0.11777961
TraesCAD_scaffold_034472_01G000100,-2.2411346e-05,0.575011,0.575011,0.5670756,0.58079827,0.094516754
TraesCAD_scaffold_027986_01G000400,-0.18598342,-0.25709713,-0.118073344,-0.06418979,-0.34446514,-0.64135325
TraesCAD_scaffold_055739_01G000200,-0.0016270876,0.18093747,0.16149229,0.07383233,-0.039133072,-0.058754683
TraesCAD_scaffold_077311_01G000400,-0.15569127,-0.12749326,-0.12749326,0.38947797,0.4449407,-0.38695276
TraesCAD_scaffold_031509_01G000100,-0.000564456,0.16000432,0.15886301,-0.6072545,-0.3068719,0.07240194
TraesCAD_scaffold_032192_01G000600,-0.6093949,-2.2462401,-2.2462401,-3.9247746,-3.2698388,-2.8570228
TraesCAD_scaffold_009544_01G000400,-2.026558e-05,-0.808336,-0.76790595,-0.6431029,-0.52366483,-0.16000462
TraesCAD_scaffold_041097_01G000200,-0.63741386,-0.69911313,-0.69911313,0.2858631,0.2865734,-1.0374184
TraesCAD_scaffold_079960_01G000300,-0.12850952,-0.16937697,-0.17059815,-0.25410998,-0.043882847,-0.1471293
TraesCAD_scaffold_009863_01G000100,-0.00011634827,0.27088112,0.24314493,-0.35738862,-0.3435905,0.15173656
TraesCAD_scaffold_022122_01G000100,-0.0066666603,0.18248421,0.1646049,0.7483728,0.78882676,-0.09372079
TraesCAD_scaffold_049807_01G000200,-0.002601862,0.0073614717,0.0073614717,0.63208133,0.6857697,0.054285347
TraesCAD_scaffold_036315_01G000300,-0.0072426796,0.13707876,0.14384222,0.05464065,0.054134905,-0.08187437
TraesCAD_scaffold_104426_01G000100,-0.039031148,-0.10694432,-0.10694432,0.42315906,0.40547985,0.0022025704
TraesCAD_scaffold_075321_01G000100,-0.00023066998,-0.8920107,-0.896832,-0.60988927,-0.7062068,-0.31588936
TraesCAD_scaffold_097265_01G000300,-1.223124,-7.3449707,-7.3449707,-11.564442,-10.332646,-2.1083736
TraesCAD_scaffold_016106_01G000400,-0.00027894974,-0.24012375,-0.24012375,-0.06917,-0.082862854,-0.04623604
TraesCAD_scaffold_077847_01G000100,-0.41902816,-0.4430939,-0.40597713,-0.56835437,-0.3972832,-0.4855833
TraesCAD_scaffold_053930_01G000200,-0.0022753477,0.35736537,0.42943853,0.49694562,0.5079822,0.12234408
TraesCAD_scaffold_046336_01G000200,-0.0030130148,-0.3390795,-0.3390795,-0.21551275,-0.58082664,-0.15156794
TraesCAD_scaffold_009552_01G000300,-0.00022983551,-0.41993785,-0.41993785,-0.58784974,-0.7455286,-0.20001638
TraesCAD_scaffold_107339_01G000100,-0.23460996,-0.98157465,-0.9815748,-1.4610159,-1.2556078,-0.13363135
TraesCAD_scaffold_127556_01G000100,-3.2424927e-05,0.15191698,0.14536417,0.18343711,0.00442338,0.104087174
TraesCAD_scaffold_027941_01G000500,-0.00026857853,0.14941865,0.17710459,0.5667441,0.58527064,0.14265358
TraesCAD_scaffold_031369_01G000200,-0.0028095245,-0.28885615,-0.28885615,-0.4761845,-0.4717921,-0.033171296
TraesCAD_scaffold_035798_01G000300,-0.00376904,0.15299964,0.11187786,0.12947291,-0.03282404,0.012399912
TraesCAD_scaffold_017514_01G000300,-0.000108003616,0.33001304,0.33505386,0.2887802,0.29232132,0.16084486
TraesCAD_scaffold_134465_01G000100,-0.018019319,-0.1792419,-0.17924201,-0.5530261,-0.91016185,0.022527575
TraesCAD_scaffold_058667_01G000200,-0.002482891,0.07693654,0.076936424,0.7583311,0.7486795,-0.07806122
TraesCAD_scaffold_158991_01G000100,-0.43571353,-0.11758423,-0.11758447,0.71955,0.6627169,0.080330014
TraesCAD_scaffold_132894_01G000200,-0.0012429953,0.20353091,0.17155993,0.4024133,0.20770544,0.09183335
TraesCAD_scaffold_019767_01G000400,-0.00048065186,-0.6785923,-0.6785922,-0.16931736,-0.22527659,-0.18701744
TraesCAD_scaffold_096024_01G000200,-0.007442236,-0.09130633,-0.09130633,-0.036752105,-0.004587531,-0.05784452
TraesCAD_scaffold_000214_01G000100,-0.0008429289,0.20676923,0.20676929,0.269956,0.12158209,0.05631262
TraesCAD_scaffold_033586_01G000300,-5.507469e-05,-0.19694412,-0.19694424,0.48295557,0.51355624,0.10052991
TraesCAD_scaffold_086613_01G000100,-0.027671218,-1.2332876,-1.2318923,-0.87593603,-0.68315554,-0.13430345
TraesCAD_scaffold_085289_01G000200,-0.0014749765,-0.5188924,-0.48236847,0.05378157,0.1450392,-0.1644603
TraesCAD_scaffold_131654_01G000100,-0.14285707,0.91146755,0.91146755,0.83963454,0.7893652,0.24134523
TraesCAD_scaffold_000354_01G000300,-0.23280656,-0.01785934,-0.01785934,-0.82330453,-0.7820442,-0.36592722
TraesCAD_scaffold_046155_01G000200,-2.6226044e-06,-0.50085795,-0.53687024,-0.22927022,-0.42963552,-0.1303761
TraesCAD_scaffold_008372_01G000100,-0.0015794039,0.3591708,0.38622504,0.8219346,0.7968894,0.025231063
TraesCAD_scaffold_036676_01G000100,-0.0011603832,-0.04223168,-0.04223168,-0.20436358,-0.48774266,0.049168468
TraesCAD_scaffold_012545_01G000500,-0.33333385,0.12833506,0.42193687,0.98785037,0.9464515,0.40081412
TraesCAD_scaffold_029028_01G000200,-0.044270635,0.15278995,0.15278995,-0.10359609,-0.20923007,0.013940036
TraesCAD_scaffold_009023_01G000200,-0.00022375584,0.03210318,0.03210318,0.8529983,0.86665154,0.017366052
TraesCAD_scaffold_076246_01G000200,-0.3211199,-2.8486965,-2.8969145,-2.9600842,-3.2467284,-0.35694587
TraesCAD_scaffold_019110_01G000300,-0.0017442703,-1.0077887,-0.99535024,-0.53404534,-0.41414165,-0.09188831
TraesCAD_scaffold_168000_01G000100,-6.830692e-05,-0.7888007,-0.6993501,-0.45701742,-0.31421185,-0.01867032
TraesCAD_scaffold_093393_01G000100,-0.004672289,0.24328995,0.28321642,0.56240004,0.4298523,0.13162708
TraesCAD_scaffold_014309_01G000200,-0.030159354,0.070783615,-0.061121464,0.21465111,0.18464166,-0.070194244
TraesCAD_scaffold_029972_01G000100,-0.0003837347,0.31290436,0.31290442,0.7908956,0.7870353,0.12506694
TraesCAD_scaffold_111050_01G000100,-0.00067555904,0.57094395,0.5095385,0.4162109,0.36290723,0.2734971
TraesCAD_scaffold_006513_01G000300,-0.008622766,0.05527562,0.05527562,-0.05031228,0.032976866,-0.12054944
TraesCAD_scaffold_101579_01G000100,-0.001311183,-0.93436635,-0.93436635,-1.2795918,-1.1673429,-0.048226714
TraesCAD_scaffold_040853_01G000400,-0.0042049885,-1.0051947,-1.0051947,-0.8601543,-0.92005,-0.33963883
TraesCAD_scaffold_008675_01G000500,-0.068012714,-1.2426736,-1.1888506,-1.0829105,-0.7819768,-0.37073183
TraesCAD_scaffold_071423_01G000200,-0.15309727,0.036988556,0.036988556,-0.23723722,-0.11805546,-0.20812476
TraesCAD_scaffold_058784_01G000100,-0.0013722181,-0.09437549,-0.09437549,-0.18712091,-0.31490493,0.16666472
TraesCAD_scaffold_099736_01G000100,-0.0010430813,0.30781865,0.30781865,0.8540213,0.867582,0.26820946
TraesCAD_scaffold_016845_01G000100,-0.00041413307,0.49593943,0.4959393,0.9039768,0.90716463,0.19684952
TraesCAD_scaffold_007406_01G000100,-0.007376313,-0.9825046,-0.9825046,-0.8229358,-0.7632854,-0.035013914
TraesCAD_scaffold_009592_01G000300,-0.3333329,0.06328076,0.06328076,0.927232,0.9216019,0.21035957
TraesCAD_scaffold_001941_01G000400,-8.08239e-05,-0.45537543,-0.45537543,-0.50068665,-0.5754144,-0.08214855
TraesCAD_scaffold_109838_01G000200,-0.09583449,-0.775121,-0.775121,0.4794662,0.4611982,0.15097916
TraesCAD_scaffold_002955_01G001000,-0.009405136,-1.1082847,-1.5947576,-0.7736614,-0.655319,-0.1549766
TraesCAD_scaffold_048039_01G000400,-0.021685958,-0.4682356,-0.44340622,-0.4953642,-0.60209835,0.023477316
TraesCAD_scaffold_003721_01G000100,-0.00144279,0.34560096,0.34560096,-0.24022925,-0.49743068,-0.23024607
TraesCAD_scaffold_057590_01G000100,-0.009583831,-0.5252197,-0.5017631,0.31379712,0.31829262,0.14226061
TraesCAD_scaffold_018560_01G000200,-0.11409593,-0.4997543,-0.4997543,-0.7748796,-0.35511708,-0.30627787
TraesCAD_scaffold_027728_01G000300,-6.198883e-06,0.036908567,0.036908567,0.16517651,-0.10826206,-0.064552665
TraesCAD_scaffold_029475_01G000500,-0.0018137693,-0.69971204,-0.6874695,-0.7382866,-1.037828,-0.24467194
TraesCAD_scaffold_006924_01G000500,-0.062775135,-0.49873328,-0.49873328,-0.14186895,0.05312878,-0.1794976
TraesCAD_scaffold_051937_01G000200,-1.13248825e-05,0.14796323,0.14796323,0.40876406,0.4757412,0.084599316
TraesCAD_scaffold_043591_01G000300,-0.00026500225,-0.031074524,-0.031074524,-0.09255564,-0.20012832,-0.07652366
TraesCAD_scaffold_010285_01G000200,-0.00033545494,-0.38400173,-0.3877331,-0.56992936,-0.5546628,-0.064234495
TraesCAD_scaffold_018014_01G000100,-0.0003376007,-0.24618554,-0.24618554,0.017071247,-0.095980525,-0.092310786
TraesCAD_scaffold_046277_01G000400,-0.0025758743,-0.5981194,-0.5981194,-0.49039817,-0.33320892,-0.38005984
TraesCAD_scaffold_018273_01G000200,-0.0007749796,0.15664345,0.15664345,0.1467678,0.08395016,0.08660573
TraesCAD_scaffold_067624_01G000200,-8.249283e-05,-0.7289932,-0.7289932,-0.09198034,-0.015146971,-0.1498605
TraesCAD_scaffold_014112_01G000200,-0.010529399,-0.41858828,-0.41858828,0.2087059,0.058214784,-0.16783607
TraesCAD_scaffold_060734_01G000100,-3.6597252e-05,-0.2307179,-0.3816886,-0.39810812,-0.40030658,-0.0050492287
TraesCAD_scaffold_052413_01G000300,-0.0009212494,-0.8357208,-0.82646346,-0.5356859,-0.552652,-0.45398998
TraesCAD_scaffold_002246_01G000100,-0.0056096315,-0.4382124,-0.4101373,-0.35677052,-0.41096413,-0.17315316
TraesCAD_scaffold_087703_01G000100,-0.24048996,-0.54212,-0.24092126,-0.039505124,-0.11125684,-0.3201077
TraesCAD_scaffold_032597_01G000100,-0.003953576,0.11476046,0.11476046,-0.009873629,-0.13998902,-0.0041507483
TraesCAD_scaffold_018230_01G000100,-0.12819672,-0.14559138,-0.14559162,0.64267856,0.67582095,-0.18283498
TraesCAD_scaffold_036582_01G000100,-0.005741477,0.07854104,0.07854104,-0.15440345,-0.013134122,-0.050536036
