,mean,design_only,cognate_ridge,pca_ridge,pls,multimodal_ae
TraesNOR2A03G00754570,-0.0002772808,-0.20634067,-0.21204185,-0.7297138,-0.22676277,-0.04133129
TraesNOR1D03G00515610,-0.025734544,-0.28862262,-0.28849828,-0.40352225,-0.20851064,-0.15286481
TraesNOR6A03G03403180,-0.3333335,0.70614666,0.5461967,-0.004402876,0.28202915,0.18484747
TraesNOR5B03G03035030,-0.0013194084,0.18790442,0.22454208,0.21738487,0.37990785,0.08848947
TraesNOR3D03G01837150,-0.00024080276,0.34695446,0.35149294,0.311738,0.16258383,-0.043667316
TraesNOR5D03G03189880,-0.05873847,-0.2141589,-0.21476877,-0.10261226,-0.20207942,-0.21140265
TraesNOR3D03G01890190,-0.117602706,0.15684879,0.15684879,-0.07060492,0.14898705,-0.3620757
TraesNOR2D03G01215650,-0.0005619526,-0.051458478,-0.05008769,-0.5824237,-0.018752575,0.02507323
TraesNOR3A03G01535860,-0.00029075146,-0.24415898,-0.24415898,-0.21495211,-0.12318802,-0.18151999
TraesNOR2B03G00909880,-0.02858901,-0.6042386,-0.6042386,-0.40863657,-0.4708892,-0.08774376
TraesNOR2D03G01165140,-0.0020592213,0.012230158,-0.065175414,-0.31834435,-0.13408291,-0.07143092
TraesNOR2A03G00743390,-0.0026477575,-0.59355915,-0.59355915,-0.15444386,0.05126244,-0.11615455
TraesNOR5D03G03145650,-8.511543e-05,0.049292326,0.042050242,0.1325798,0.16449505,0.19544053
TraesNOR2B03G00847780,-0.5259787,0.23213422,0.1627487,0.6237744,0.65346307,0.12713301
TraesNOR3D03G01931810,-0.07725549,0.19596016,0.19596016,0.06629205,0.14582139,-0.05079353
TraesNOR7A03G03977290,-0.00034999847,-0.244416,-0.2675966,-0.5092646,0.058989406,-0.003932953
TraesNOR5B03G03001890,-0.52073073,-2.637085,-2.637085,-2.5236633,-1.1296928,-1.4563687
TraesNOR6B03G03490150,-8.821487e-06,0.035155237,0.034505606,0.17024654,0.054318786,0.0875057
TraesNOR4B03G02401460,-0.0003721714,-0.062606335,-0.062046528,0.6221221,0.63265,0.059296846
TraesNOR1A03G00119210,-8.21352e-05,-0.38727152,-0.38727152,0.19048959,0.3355111,-0.04502666
TraesNOR2A03G00737620,-0.0015262365,0.16700923,0.23672646,0.3293047,0.28018516,-0.06560218
TraesNOR1A03G00023510,-0.0036298037,0.4471982,0.4471982,0.3829397,0.4845127,-0.25036633
TraesNOR1D03G00489470,-0.0011376143,0.022809803,0.022165656,-0.109877706,-0.149243,-0.038011312
TraesNOR7D03G04407060,-0.005387664,-0.06810808,-0.06810808,-0.018605232,-0.34618878,0.04536116
TraesNOR7B03G04092090,-0.000410676,-0.2523837,-0.2538427,-0.10959685,-0.020815492,-0.050796032
TraesNOR5D03G03257090,-0.0008504391,-0.43387318,-0.43387318,-0.6818458,-0.54396963,-0.19873047
TraesNOR2A03G00774170,-0.0005853176,-0.50851715,-0.50851715,-0.04772842,0.073091745,-0.09004843
TraesNOR5D03G03102330,-0.0036332607,0.0042838454,0.0042838454,0.13646042,0.2193355,-0.2875892
TraesNOR7D03G04363170,-0.0012755394,-0.13483357,-0.13483357,-0.5652195,-0.6555722,-0.12623131
TraesNOR3D03G01992250,-0.26577222,-0.9817244,-0.9280629,-0.75715494,-0.29167056,-0.8342669
TraesNOR7A03G03974550,-0.0017243624,0.4432603,0.4482481,0.41596907,0.31304175,0.31072068
TraesNOR3A03G01526760,-1.8119812e-05,0.26376045,0.27137744,0.7225802,0.6564914,0.14646792
TraesNOR2B03G01068270,-0.00011968613,-0.07837808,-0.07837808,-0.6115868,-0.1478616,0.0066271424
TraesNOR5D03G03187880,-0.0009355545,-0.12065196,-0.12065196,0.13553554,0.17985809,0.058357
TraesNOR7A03G03877440,-0.687284,-1.995234,-1.215455,-2.2361174,-1.3047361,-0.7474215
TraesNOR6A03G03406160,-0.00014197826,0.14264268,0.15246207,0.4763583,0.5344515,0.1308394
TraesNOR4D03G02451220,-0.00063955784,0.11072272,0.11765891,0.5347318,0.55058515,-0.09847784
TraesNOR2B03G01087490,-0.002672553,-0.07414913,-0.0744952,-0.18849993,-0.06515181,-0.08065319
TraesNOR1B03G00364970,-0.0023530722,-0.046687365,-0.046687365,0.021880805,0.102810204,-0.10037649
TraesNOR6B03G03529900,-0.001090169,-0.43053246,-0.29595554,-1.07861,-0.17022955,0.034873307
TraesNOR4D03G02435310,-0.446792,-0.4160354,-0.41764176,-1.3891795,-0.9385487,-0.45310545
TraesNOR2B03G01065340,-0.0001654625,0.3921281,0.38039005,0.20230639,0.38989037,0.028009713
TraesNOR6A03G03295380,-0.0015791655,0.26359105,0.26359105,0.27171987,0.27082485,0.2793885
TraesNOR3D03G01958940,-0.0035235882,-0.4147805,-0.4147805,-1.2936225,-0.83891463,-0.05589807
TraesNOR3A03G01378850,-0.15882885,-0.5510011,-0.5593897,-2.4904084,-0.8734659,-0.41601253
TraesNOR7B03G04319050,-4.1484833e-05,0.16217524,0.16217524,-0.22738707,-0.1265266,0.090798855
TraesNOR3D03G01863090,-0.33333337,-0.22110462,-0.2522962,0.88576734,0.96757454,0.36609024
TraesNOR2D03G01246420,-0.0024408102,0.1089468,0.08709806,-0.039803505,-0.122638226,0.04099971
TraesNOR2A03G00737070,-0.07441139,-0.31054616,-0.31054616,-0.49767768,-0.35343397,-0.09921813
TraesNOR7A03G03922660,-3.7550926e-05,0.10859966,0.13275445,0.31883097,0.23879087,0.01887101
TraesNOR5A03G02616290,-2.3841858e-07,-0.2945608,-0.2945608,-0.0042333603,0.04914081,0.007681608
TraesNOR7A03G03978040,-0.0018975735,0.27043444,0.27223855,0.5878705,0.623165,0.0151546
TraesNOR1D03G00506270,-0.006256938,-0.44167256,-0.44167256,-0.90816176,-0.54859805,-0.18749559
TraesNOR5A03G02613080,-0.0010266304,0.24776918,0.24776924,-0.07993758,0.022086382,0.107559025
TraesNOR2D03G01162760,-0.11205995,-0.5013317,-0.46683574,-0.76310754,-1.1592312,-0.11888814
TraesNOR2A03G00697060,-0.011462808,0.26221043,0.25886512,0.122065246,-0.03303516,0.050839067
TraesNOR7D03G04462590,-0.00026154518,-0.14114189,-0.10225117,0.5285056,0.5783582,-0.06509113
TraesNOR7A03G04038580,-0.0003169775,0.54999924,0.5499992,0.3743391,0.23906285,0.34538257
TraesNOR4D03G02474890,-0.0007240772,0.3288898,0.3288898,0.4582762,0.42936754,0.20852554
TraesNOR5A03G02783150,-0.00061297417,-0.107406735,-0.107406735,-0.32526553,-0.08870745,0.1049729
TraesNOR2D03G01235770,-0.0002566576,-1.0282271,-1.2238219,-0.25974727,0.11159074,-0.30666256
TraesNOR5D03G03136570,-0.0005565882,0.065422416,0.065422416,-0.12256789,0.13607633,0.024620295
TraesNOR4A03G02118540,-0.018461704,-0.19663501,-0.19663501,-0.41019356,-0.1462853,-0.053230286
TraesNOR3D03G01860580,-0.0021334887,0.039666772,0.06327689,0.6103046,0.6937095,-0.21947002
TraesNOR7B03G04183700,-0.0026460886,0.33509004,0.33509004,0.3083132,0.23060453,-0.055487275
TraesNOR6B03G03501610,-0.0011863708,0.34826094,0.34826094,-0.20013785,0.064367175,0.14720821
TraesNOR3B03G01561130,-8.4757805e-05,-0.4263364,-0.429165,-0.48559332,-0.17624676,-0.118784785
TraesNOR5B03G02929980,-0.13302433,-0.6901579,-0.6933161,-1.0419376,-0.4393041,-0.48664856
TraesNOR5B03G02857960,-0.0003424883,0.18479633,0.20020807,0.22853291,0.28833616,0.10883975
TraesNOR5D03G03187480,-0.07003951,-0.18996382,-0.1899637,-1.2120931,-0.22897375,-0.14504981
TraesNOR1A03G00015590,-0.10396218,-1.0278711,-0.96414554,-1.2630563,-0.6752696,-0.093274355
TraesNOR2A03G00636120,-0.0014775991,-0.39004672,-0.39004695,-0.13575196,-0.08671999,-0.024055839
TraesNOR3D03G01853500,-0.00027036667,0.18977308,0.19379705,0.119116485,0.0079244375,-0.092420936
TraesNOR3B03G01754790,-0.04690337,-0.152524,-0.152524,-0.66143477,-0.16890717,-0.42105353
TraesNOR2A03G00825470,-0.023215652,-0.24489713,-0.24489713,0.08087146,0.15231478,-0.14439249
TraesNOR4D03G02477170,-0.0017151833,0.25251335,0.2525134,0.08233374,-0.13665104,-0.01065886
TraesNOR6A03G03371640,-0.036907554,-0.08764756,-0.07058513,0.06188953,-0.10521805,-0.025987983
TraesNOR6D03G03834650,-9.763241e-05,-0.12018049,-0.12018049,0.11532265,0.32415205,-0.1011945
TraesNOR5D03G03233310,-0.025725245,0.3274697,0.34319824,0.59641904,0.53390145,-0.014394045
TraesNOR3D03G01953480,-0.0013355017,0.075439095,0.24573243,0.24531478,0.3215177,0.13789326
TraesNOR1B03G00403960,-0.0023231506,0.30800515,0.28165656,0.6509798,0.45120424,0.17073917
TraesNOR6A03G03389080,-7.855892e-05,-0.12547445,-0.12547445,0.38295352,0.37935483,-0.03807664
TraesNOR5B03G03005830,-0.0069880486,0.35981917,0.35981917,-0.111159444,0.26661134,0.25921655
TraesNOR1A03G00004290,-0.5842248,-0.019005775,-0.019005895,0.053922296,-0.8384148,0.08661169
TraesNOR4A03G02169550,-0.001553297,0.2816546,0.2816546,0.100569725,0.0888378,-0.009286284
TraesNOR5D03G03233300,-1.3709068e-05,-0.21134233,-0.21134222,-0.61828625,-0.19334495,0.010720372
TraesNOR4D03G02467470,-0.00015223026,-0.07251024,-0.07473576,0.5902401,0.5274303,0.051009953
TraesNOR2D03G01115950,-0.15649855,0.04739511,0.04739523,-0.3278762,-0.08560264,-0.15895796
TraesNOR7B03G04306210,-0.00021326542,-0.3877386,-0.3877386,-0.27749455,-0.016260505,-0.1682216
TraesNOR2A03G00640960,-0.00051915646,0.05308628,0.07312769,0.51714396,0.549084,-0.39688504
TraesNORUn03G04729750,-0.0072473288,0.2439667,0.20408332,0.52263725,0.5930516,-0.065653205
TraesNOR5A03G02627880,-2.503395e-06,0.03150165,0.04577303,0.16500992,0.12815845,-0.079655886
TraesNOR5D03G03097320,-0.03827262,0.062301397,0.062301457,-0.20416474,-0.1858983,-0.26952136
TraesNOR7D03G04361120,-0.0029554367,-0.03223872,-0.03223872,-0.2108016,-0.15133488,-0.10405636
TraesNOR5B03G02992540,-1.1086464e-05,0.12520832,0.12032199,0.71103966,0.7359468,0.021995842
TraesNOR1D03G00506470,-0.00072419643,-0.63848925,-0.63848925,-0.9563402,-0.2593429,-0.22224522
TraesNOR2B03G01033870,-0.15486526,-0.5585717,-0.5585716,-0.6877769,-0.43881774,-0.21409929
TraesNOR3D03G01850380,-0.16860902,-0.10984242,-0.11972463,-0.50469184,-0.40192044,0.17605364
TraesNOR4D03G02530090,-0.00070619583,-0.16050851,-0.15813601,-0.13279223,-0.016165853,0.01984489
TraesNOR7D03G04386240,-0.081692696,-0.57032764,-0.6014159,-1.8452411,-0.6230905,-0.064332485
TraesNOR6A03G03381530,-0.23588884,-0.06158209,-0.06158209,-0.24196076,-0.44433832,-0.2260952
TraesNOR4B03G02402760,-0.0028749704,-0.6184546,-0.61845446,0.07095069,0.17908388,-0.19704354
TraesNOR4A03G02200240,-0.07028067,-0.12173307,-0.12173307,-0.9815681,-0.6036881,0.11838424
TraesNOR5D03G03254930,-0.56699705,-1.134306,-1.134306,-1.1019444,-0.5979333,-1.1988866
TraesNOR5A03G02604010,-0.1726507,-0.5357276,-0.61360645,-2.083772,-0.63375545,0.033456743
TraesNOR3D03G01885200,-0.061954975,-0.2576717,-0.23669982,-0.13027346,-0.055858135,-0.031175613
TraesNOR6A03G03393840,-0.00029182434,-0.115713716,-0.115713716,-0.122056484,-0.18510675,-0.116595745
TraesNOR3D03G01850120,-5.5789948e-05,0.12290639,0.16762412,0.09296131,-0.23573446,-0.12973487
TraesNOR4D03G02532430,-7.6532364e-05,-0.049639583,-0.049639583,0.021485686,0.06886262,-0.15231836
TraesNOR1B03G00407550,-0.0005173683,-0.46438253,-0.46438253,-0.030775309,0.042144954,-0.17914736
TraesNOR6A03G03407310,-0.03452754,-0.36992967,-0.37115037,-0.26821196,-0.20316124,-0.08135319
TraesNOR1D03G00567350,-0.05393064,-0.7263751,-0.7263751,-0.69017315,-0.5029489,-0.5408927
TraesNOR1D03G00505340,-0.000213027,-0.420743,-0.420743,-0.2636571,-0.18917203,-0.27995062
TraesNOR7A03G04013890,-0.25384343,0.35887718,0.35887718,-0.57887006,0.20562905,-0.081143856
TraesNOR2B03G00908730,-0.11176896,-0.9951987,-0.99576116,-0.6966845,-0.37111187,0.17812854
TraesNOR3D03G01985000,-0.0782392,-0.5306945,-0.5306945,-0.36700296,-0.0111397505,-0.08619881
TraesNOR5B03G03024190,-0.021801233,-0.6252147,-0.6252147,-0.31084967,-0.2411375,-0.07852161
TraesNOR5D03G03153260,-0.0024772882,0.0436877,0.04368776,-0.405123,-0.09545386,0.07718754
TraesNOR1B03G00242470,-6.389618e-05,-0.5400002,-0.53999996,-0.5399636,-0.11437118,-0.07162845
TraesNOR4D03G02535790,-0.0002990961,-0.22694397,-0.22567654,-0.11513293,-0.17124629,-0.02469647
TraesNOR3D03G01847910,-0.00052034855,-0.6600286,-0.6600286,-0.78097117,-0.07516277,-0.12022507
TraesNOR5B03G02911970,-0.0006687641,0.17844063,0.17844075,0.32627845,0.3070184,0.071649075
TraesNOR1A03G00037620,-0.32891583,-0.9799013,-0.9799013,-0.31547117,-0.02905202,0.31340438
TraesNOR4B03G02275140,-0.00024735928,-0.29914474,-0.29914474,0.00034207106,-0.041560292,-0.09758973
TraesNOR3B03G01619070,-0.0008211136,0.37671798,0.36945355,0.11441791,-0.1536063,0.21810567
TraesNOR5D03G03121670,-0.012609363,-0.34227383,-0.34227395,-0.7091347,-0.42842865,-0.4065411
TraesNOR7D03G04542630,-0.018085241,-0.30467212,-0.30467224,-0.0078219175,-0.01881659,0.04583925
TraesNOR7B03G04171220,-0.0013920069,-0.72728395,-0.72728395,-0.9274992,-0.26506913,-0.14228344
TraesNORUn03G04738720,-0.0010434389,0.32947743,0.32944572,0.64270574,0.6263789,0.20071447
TraesNOR6D03G03726510,-0.0011879206,-0.27309728,-0.27517045,-0.054783344,0.31093103,-0.12388277
TraesNOR2A03G00652060,-0.037536144,-0.0045654774,-0.008644581,-0.5410663,-0.26314533,-0.1063149
TraesNOR1D03G00475180,-7.677078e-05,-0.104983926,-0.104983926,0.02783531,0.034187734,-0.15835059
TraesNOR2B03G01036720,-0.18715441,0.22158986,0.22158986,-0.420676,-0.047564864,-0.027083397
TraesNORUn03G04701450,-0.0023542643,0.3441623,0.37102658,0.80601734,0.8455095,0.1937918
TraesNOR7D03G04434310,-8.6426735e-05,0.095974505,0.057156205,0.6091075,0.52743936,0.018192947
TraesNOR7B03G04121230,-0.00013065338,0.015062571,0.015062511,-0.072511554,0.033575892,-0.031519413
TraesNOR2D03G01233650,-0.0008928776,-0.2764734,-0.22155249,-0.4710847,-0.2765863,-0.033153415
TraesNOR7D03G04365060,-1.1920929e-07,0.15398961,0.15398967,0.078598976,-0.22459579,-0.049215555
TraesNOR6A03G03300830,-0.0016450882,-0.37940717,-0.37940717,-0.17939723,-0.065250516,-0.5085548
TraesNOR1D03G00454980,-3.5762787e-07,0.2551831,0.2551831,-0.09495139,-0.20351279,0.1925416
TraesNOR5D03G03202630,-0.040443778,-0.2088747,-0.2088747,-0.38884354,-0.120398164,-0.15206802
TraesNOR7B03G04217210,-0.032159567,-0.05761361,-0.4168048,-0.40851855,0.35112554,0.036242664
TraesNOR6D03G03812330,-0.20038462,-0.69976914,-0.69976914,-0.31818473,-0.34367418,0.028895915
TraesNOR1D03G00450770,-0.00036394596,-0.030252218,-0.033619404,-0.0047842264,0.1471169,-0.065027595
TraesNOR6A03G03375470,-0.00025093555,0.04427612,0.04427612,0.054783165,0.18174654,0.015812933
TraesNOR3A03G01465930,-0.095181346,0.06323868,0.14167345,-0.052281737,-0.15341961,-0.15764236
TraesNOR1D03G00496400,-0.025360584,0.06780219,0.06780213,-0.10118985,0.1127156,0.009939194
TraesNOR1B03G00383010,-3.5762787e-07,0.40889102,0.40889096,0.44406682,0.17884254,0.12811506
TraesNOR7A03G04003080,-0.0053259134,0.4394893,0.4394893,0.6762811,0.6751751,0.31336212
TraesNOR6D03G03727540,-5.00679e-06,0.5250457,0.5250457,0.6903502,0.6166067,0.2801569
TraesNOR1D03G00440140,-0.07641661,-1.029748,-1.029748,-0.46304858,-0.13060713,-0.18031502
TraesNOR3B03G01590850,-0.00037789345,0.4439547,0.42566788,-0.04440725,-0.45866752,0.13237888
TraesNOR5D03G03150880,-0.0022388697,-0.09201491,-0.09985602,-0.24893022,0.046640754,0.20432216
TraesNOR1D03G00529320,-0.07914829,-1.0654833,-1.0654833,-1.66589,-0.4847213,-0.36377692
TraesNORUn03G04579300,-0.10848379,-0.091502786,-0.091502786,-0.52669156,-0.042071342,-0.26256943
TraesNOR6A03G03275550,-0.00011956692,0.11517489,0.11517489,-0.0952847,-0.14164495,0.054288805
TraesNOR5A03G02794690,-0.008353591,0.4125582,0.41255814,0.7817513,0.64481026,0.2892593
TraesNOR2B03G01057980,-0.19423497,-0.4297347,-0.42025864,-1.4514682,-1.7868783,-0.536253
TraesNOR6B03G03539220,-0.0017216206,0.019153118,0.019153178,-0.35356355,0.051395,-0.06921148
TraesNOR6A03G03286020,-0.008206606,-0.24184299,-0.27485204,-0.17459011,-0.049702644,0.19135088
TraesNOR1B03G00319940,-0.00026667118,-0.14120698,-0.14120698,-0.56181145,-0.3863511,-0.02224207
TraesNORUn03G04626940,-0.00092577934,0.36783123,0.37679124,0.6837368,0.6477219,0.19555962
TraesNOR5D03G03242930,-0.079102516,-0.47192824,-0.47192836,-0.40823758,-0.1281625,-0.16860163
TraesNOR6A03G03339530,-0.21462822,0.14969027,0.14969021,0.033180714,-0.013831496,-0.35562408
TraesNOR3D03G01845170,-0.0024483204,0.15428042,0.15428042,0.2997315,0.21199512,-0.06112039
TraesNOR5D03G03134150,-0.001258254,0.1778143,0.16373497,0.30324,0.3851359,0.06148827
TraesNOR1A03G00169470,-0.06690848,-0.022263527,-0.022263527,0.057067454,-0.008549333,-0.2085234
TraesNOR4D03G02512370,-0.00023961067,0.14110672,0.14110672,0.23745507,0.075351834,0.15589231
TraesNOR3D03G01929420,-0.0010492802,0.3756041,0.3756041,0.6123129,0.4696638,0.27309936
TraesNOR7A03G03982900,-4.1246414e-05,-0.38695288,-0.38695288,-0.4236318,-0.37710595,-0.04580307
TraesNOR4A03G02041050,-0.0010756254,-0.1371454,-0.1371454,-0.25120628,0.07355416,-0.003089428
TraesNOR3D03G01887630,-0.00047457218,-0.41949618,-0.47772026,-0.51892877,-0.3391167,-0.12248373
TraesNOR5B03G02917990,-0.0015981197,0.2119177,0.21191764,-0.5805056,-0.011647701,0.020155191
TraesNOR3A03G01492180,-0.0020756721,0.093490064,0.093490064,0.018525898,0.0516603,0.03908652
TraesNOR5D03G03210990,-0.012574196,-0.34431612,-0.34431612,-0.30670023,-0.35741687,-0.5134983
TraesNORUn03G04624350,-0.00037550926,0.22489023,0.22489023,0.123007774,0.010551393,-0.117803216
TraesNOR2A03G00775150,-0.0014768839,0.24612385,0.24612385,-0.37524986,-0.0783937,0.032729328
TraesNORUn03G04626230,-0.22823215,-0.43306804,-0.43306804,-0.7309202,-0.16386664,-0.49190092
TraesNOR5A03G02675420,-6.54459e-05,0.13404578,0.13404578,0.17229086,0.20479947,-0.18074703
TraesNOR6B03G03583970,-0.17168379,0.16818571,0.0055048466,0.36191797,0.49415326,0.023279548
TraesNOR1B03G00249890,-0.07546461,-0.033177733,-0.033177733,-0.044930458,0.0897305,0.17738771
TraesNOR3D03G01916160,5.9604645e-08,0.31067663,0.31142533,0.28449994,0.20168304,0.024984002
TraesNOR5A03G02706400,-0.101269126,0.024098933,0.024098933,0.35117674,0.25633806,0.1499772
TraesNOR7D03G04466060,-0.24874651,-1.6245644,-1.6302881,-1.9159901,-2.59646,-1.0550349
TraesNOR6A03G03397970,-0.20972049,-0.22938955,0.17419243,-0.55242014,-0.10420179,-0.1275301
TraesNOR2D03G01317280,-0.0035845041,0.39130056,0.39130056,0.4974597,0.52008414,0.16415334
TraesNOR6B03G03611430,-0.23915565,0.13049531,0.13049531,-0.07945466,0.09493351,-0.008471727
TraesNOR1B03G00298330,-0.0018876791,-0.1708368,-0.1708368,-0.22343099,0.14046443,-0.011600137
TraesNOR1A03G00172620,-0.33333385,0.44546938,0.44546944,0.9673166,0.97507644,-0.034359336
TraesNOR5D03G03078810,-0.0011360645,0.29696327,0.29696327,0.44033545,0.58204997,0.16497838
TraesNOR5B03G02948440,-0.0014804602,-0.08019531,-0.058139443,-0.3465588,-0.045830607,0.14147568
TraesNOR1D03G00481140,-0.108909726,-0.2551601,-0.2551602,-1.2920837,-0.19744813,-0.3498236
TraesNOR3B03G01644330,-0.0057458878,-0.16648889,-0.16648889,-0.9820057,-0.31861353,0.022148788
TraesNOR4D03G02525470,-0.328915,-0.44224584,-0.50884044,-2.562518,-2.2371855,-1.1713879
TraesNOR6A03G03298980,-0.09150636,-0.4771887,-0.4771887,-1.5397735,-0.4070661,0.006043434
TraesNOR4D03G02475020,-0.0009915829,0.16899979,0.16991198,-0.46766734,-0.08373344,0.115456045
TraesNOR6D03G03792070,-0.00019991398,-0.19210708,-0.19210684,-0.7364358,-0.14630795,-0.049645662
TraesNOR7B03G04291320,-0.2882775,-1.1769316,-1.0654268,-0.7142998,-0.18267167,-0.34634972
TraesNOR1B03G00288540,-0.05677247,0.25859106,0.25859106,-0.2717973,-0.44671023,0.23738128
TraesNOR7D03G04389750,-0.0013791323,-0.11931133,-0.07960999,-0.012826085,0.2460252,0.07815468
TraesNOR1B03G00358800,-0.0017027855,0.2911163,0.2911163,0.11310667,0.19658613,0.1243341
TraesNOR2D03G01132090,-0.008739829,0.17272955,0.18060035,0.3032384,0.38485998,0.09085977
TraesNOR5B03G03030730,-6.54459e-05,0.5326823,0.5326824,0.43604445,0.2989366,0.15497309
TraesNOR2D03G01288460,-0.00022733212,0.30034345,0.30034357,0.25840807,0.1196391,-0.03930998
TraesNOR6D03G03685660,-0.00019109249,0.11817193,0.113616884,0.015309215,0.11799538,0.19377446
TraesNOR1B03G00323430,-6.496906e-05,-0.07376659,-0.07376659,-0.18700635,-0.05883801,-0.15500546
TraesNOR3D03G01977830,-0.42214346,-4.1972804,-4.197281,-12.481648,-2.656277,-0.5087174
TraesNOR1B03G00248780,-6.210804e-05,-0.27816463,-0.27816463,-0.27484488,-0.033332348,-0.047751427
TraesNOR1D03G00422330,-0.16025269,0.33549792,0.33549792,0.07749623,-0.17074239,-0.04542005
TraesNOR6A03G03436570,-0.07401776,-0.7180892,-0.7180892,-0.6219344,-0.33882105,-0.10647333
TraesNOR3A03G01370880,-0.021837354,-0.47751725,-0.47751713,-1.0030265,-0.47833085,-0.08303535
TraesNOR7A03G04038410,-0.00015974045,-0.19761121,-0.19761121,-0.19120896,0.07151401,0.0006855726
TraesNOR6B03G03541320,-0.68330276,-2.4774077,-2.4774072,-3.3487325,-3.1472769,-1.8910768
TraesNOR1D03G00499540,-0.017840266,-0.15253723,-0.1768794,-0.13240027,-0.011362314,-0.5070447
TraesNOR6A03G03321160,-6.484985e-05,0.3122344,0.31223434,0.07236558,-0.020254612,0.025151014
TraesNORUn03G04680210,-0.0018787384,-0.77193534,-0.77193534,-0.9894471,-0.24899697,-0.4171499
TraesNOR2D03G01319390,-0.0058299303,-0.19268084,-0.19268084,-0.07609403,0.017868161,-0.098574996
TraesNOR4B03G02255450,-0.13656712,-0.15583706,-0.15583706,0.17682123,0.34698045,0.08318889
TraesNOR2D03G01145080,-0.3873825,-0.14605713,-0.14605713,-0.80062985,-1.9513683,0.47378898
TraesNOR4A03G02064880,-0.06851792,-0.7828828,-0.7828828,-0.6818547,-0.39859557,-0.6771543
TraesNOR5D03G03145660,-1.1920929e-07,0.019730508,0.019730508,-0.1526488,-0.12183368,0.050661623
TraesNOR3D03G01857950,-0.0001244545,0.12772697,0.10645664,0.3736217,0.33687294,-0.11783075
TraesNOR2D03G01201890,-0.0001975298,-0.08911693,-0.08911693,-0.15999115,-0.039615393,-0.07229316
TraesNOR3D03G01955050,-0.09017205,-2.668807,-2.6376295,-2.4928489,-1.8916793,-0.90230167
TraesNOR1A03G00102710,-0.03494382,-0.42958856,-0.42874432,-0.5188751,-0.21741486,-0.36947942
TraesNOR4D03G02528760,-0.0025607347,-0.86764693,-0.86764693,-1.0398302,-0.40334904,-0.11447346
TraesNOR6A03G03269750,-0.019024491,0.16136634,0.3308785,0.2842421,0.52003,0.01434201
TraesNOR4D03G02512860,-0.34172142,0.19467705,0.1717937,0.49100292,0.33874542,0.39533222
TraesNOR6D03G03796250,-0.09697056,-1.0180469,-1.0295928,-1.1289506,-0.2577603,-0.6432482
TraesNOR4D03G02555500,-0.061353922,0.14012206,0.14012212,0.18217623,0.25963157,0.075983524
TraesNOR3A03G01444220,-0.22609246,-2.031333,-2.0313327,-1.1256194,-0.34814465,-0.4886713
TraesNOR1D03G00536040,-0.028405547,0.27647513,0.1709534,-0.47372222,-0.52851903,-0.20198202
TraesNOR5B03G03001710,-4.9114227e-05,0.1618619,0.1618619,-0.329993,-0.14237285,-0.30402398
TraesNOR3D03G01942790,-0.0004274845,0.25290054,0.25290048,-0.24066782,0.10564619,0.08176458
TraesNOR3B03G01619040,-0.032283187,0.30632597,0.30632603,-0.36702347,-0.15482938,0.20106381
TraesNOR6A03G03318210,-0.0008317232,-0.16029894,-0.16029894,-0.40204465,-0.07313001,-0.04136491
TraesNOR3D03G01984190,-0.3333336,0.34063303,0.34063315,0.9011709,0.9922402,0.20894802
TraesNOR3D03G01929760,-0.07354748,-0.23568618,-0.23568618,-0.4472847,-0.56964517,-0.06782794
TraesNOR2D03G01164480,-0.00052011013,-0.19121039,-0.20699775,-0.22205627,-0.28005195,-0.021525502
TraesNOR4D03G02447860,-0.040682912,-0.31902862,-0.31902862,-0.30687296,-0.3904475,-0.21901047
TraesNOR3D03G01856250,-0.12296152,-0.51088643,-0.51088643,0.32431847,0.38886565,-0.0701983
TraesNOR5D03G03182130,-0.054484606,-0.34718955,-0.34718955,-0.63490796,-0.49625063,-0.09297526
TraesNOR2B03G00962420,-0.027429223,-0.35819352,-0.35819352,-1.1313975,-0.469522,-0.15869176
TraesNOR1A03G00082100,-0.04414141,-1.0551255,-1.0551255,-0.28130412,-0.06971383,-0.88236046
TraesNOR4D03G02529550,-0.069999576,-0.71289504,-0.71289504,-1.0265517,-0.37219167,-0.5518565
TraesNOR4B03G02366200,-0.04057312,0.088081,0.088081,0.000104129314,-0.020338416,-0.203596
TraesNOR6A03G03266240,-0.109972954,0.0785408,0.18083084,-0.54575133,-0.61299264,-0.22267187
TraesNOR1B03G00225440,-0.09259784,0.06905389,0.06905389,-0.24840188,0.10010803,-0.25318468
TraesNOR5D03G03171600,-2.9206276e-05,0.24462599,0.25017542,0.75072044,0.61520547,0.18353856
TraesNOR5A03G02808940,-0.013913631,0.10317761,0.103177726,0.38169926,0.2749241,0.02897209
TraesNOR1D03G00537920,-0.0076195,0.124259055,0.124258995,-0.27910388,0.03687769,-0.10178876
TraesNOR6B03G03677320,-0.25877643,0.18831962,0.18831962,0.0767647,-0.12855911,-0.46155488
TraesNOR3A03G01485370,-0.0013469458,-0.2919513,-0.28959215,0.09053314,0.26120567,0.03315431
TraesNOR3D03G01867020,-0.00031888485,-0.28141713,-0.26542664,-1.1332994,-0.41854692,-0.23777866
TraesNOR6D03G03809340,-0.0016499758,-0.06487751,-0.06487751,-0.52828634,-0.07957876,0.06582922
TraesNOR5D03G03099410,-0.00010955334,0.22547513,0.22158664,0.6108289,0.588387,0.14048487
